,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
230,uss,contabilidad,"Control interno y su efecto en la eficacia del gasto de la Ugel - Cajabamba, 2018","En el presente estudio, tiene como objetivo determinar el efecto del control interno en la eficacia del gasto de la UGEL de Cajabamba, 2018, por ello se realizó una investigación de tipo Descriptiva con un enfoque ...","Chilón Becerra, Rita",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7346/Chil%c3%b3n%20Becerra%20Rita.pdf
231,uss,contabilidad,Estrategia financiera para mejorar la gestión económica en la empresa ABC Gráfica S.A.C,"Proponer un Estrategia financiera para mejorar la Gestión económica en la empresa ABC Grafica SAC , para efectos de esta indagación se desarrolló una tesis tipo cuantitativa, con una metodología no-experimental, teniendo ...","Segura Gil, José Clodomiro",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7355/Segura%20Gil%2c%20Jos%c3%a9%20Clodomiro.pdf
232,uss,contabilidad,Control de inventario de bienes patrimoniales y su incidencia en la gestión de la Municipalidad Distrital de Condebamba-2018,Esta investigación de Control de Inventario de Bienes Patrimoniales y su incidencia en la Gestión de la Municipalidad Distrital de Condebamba-2018; ha tenido como objetivo principal determinar la incidencia del control ...,"Medina Cortegana, Ulises Eli",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7382/Medina%20Cortegana%20Ulises%20Eli.pdf
233,uss,contabilidad,La ejecución del gasto y su repercusión en la eficiencia de la gestión de la municipalidad provincial de Cajabamba - 2017-2018,"El presente trabajo se ha realizado con el objetivo de determinar la repercusión de la ejecución del gasto en la eficiencia de la gestión de la Municipalidad Provincial de Cajabamba 2017 - 2018, siendo el tipo de ...","Neyra Llajaruna, Cesar Levi",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7386/Neyra%20Llajaruna%20Cesar%20Levi.pdf
234,uss,contabilidad,Control de inventario y su efecto en las ventas en la empresa - Multiservicios Mia & Vi EIRL – 2018,"El control de inventarios juega un rol importante en las empresas ferreteras, principalmente en la ventas, el estudio tiene por objetivo determinar el efecto del control de inventario en las ventas en la empresa - ...","Quiliche Chávez, Gladys",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7379/Quiliche%20Ch%c3%a1vez%20Gladys.pdf
235,uss,contabilidad,Gestión de las cuentas por cobrar comerciales-terceros y su efecto en la rentabilidad de la empresa Tecnimotos R-R EIRL – 2018,La presente investigación tiene por objetivo Determinar el efecto de la gestión de las cuentas cobrar comerciales-terceros y su efecto en la rentabilidad de la empresa Tecnimotos R-R E.I.R.L. – 2018. El estudio es de ...,"Guevara Polo, Eduard Deivis",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7383/Guevara%20Polo%20Eduard%20Deivis.pdf
236,uss,contabilidad,La auditoría financiera y su impacto en la rentabilidad de la empresa Mibanco S.A. Agencia Cajabamba-2018,La presente investigación con título “La auditoría financiera y su impacto en la rentabilidad de la empresa Mibanco S.A. Agencia Cajabamba-2018” tiene como objetivo general determinar el impacto de auditoría financiera ...,"Rojas Juárez, Francisco Genaro",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7380/Rojas%20Ju%c3%a1rez%20Francisco%20Genaro.pdf
237,uss,contabilidad,Saneamiento contable de efectivo y equivalente de efectivo y su incidencia en las finanzas - Municipalidad Provincial de Cajabamba - 2018,"La presente tesis con título saneamiento contable de efectivo y equivalente de efectivo y su incidencia en las finanzas – Municipalidad Provincial de Cajabamba-2018”, surge ante la preocupación de que los Estados Financieros ...","Rodríguez Contreras, Cyntia Lizbeth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7385/Rodr%c3%adguez%20Contreras%20Cyntia%20Lizbeth.pdf
238,uss,contabilidad,Análisis del impuesto predial y su influencia en las estrategias para optimizar su recaudación – municipalidad provincial de San Ignacio - 2018,La presente investigación tiene por objetivo general determinar la influencia del análisis del Impuesto Predial en las estrategias para optimizar su recaudación. Municipalidad Provincial de San Ignacio 2018; se establecieron ...,"Huachez Peña, Lucy Nely",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7344/Huachez%20Pe%c3%b1a%20Lucy%20Nely.pdf
239,uss,contabilidad,"Evasión tributaria y formalización de los comerciantes de abarrotes ubicados en los mercados central, nuevo oriente y santa celia de la provincia de Cutervo. 2018","Evasión de impuestos; hoy, un mal social que continúa incluso en este momento debido a la falta de cultura y educación fiscal. En Perú, existe una gran evasión de los impuestos fiscales relacionados con los sectores ...","Flores Carrasco, Marita Lisbeth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7345/Flores%20Carrasco%20Marita%20Lisbeth.pdf
240,uss,contabilidad,"Gestión de créditos para incrementar la cartera de clientes en banco Azteca, Agencia Jaén – 2018","La presente pesquisa titulada “Gestión de créditos para incrementar la cartera de clientes del Banco Azteca, agencia Jaén - 2018”, tuvo como objetivo general Proponer una gestión de créditos para incrementar la cartera ...","Herrera Díaz, Liliana",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7357/Herrera%20D%c3%adaz%2c%20Liliana.pdf
241,uss,contabilidad,"Cultura tributaria y obligaciones tributarias en contribuyentes del nuevo régimen único simplificado del mercado Roberto Segura, Jaén","El trabajo de investigación denominado “Cultura Tributaria y Obligaciones Tributarias en contribuyentes del Nuevo Régimen Único Simplificado del Mercado Roberto Segura, Jaén”, investigación que tuvo como objetivo determinar ...","Chinchay Pongo, Nury Nataly",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7362/Chinchay%20Pongo%20Nury%20Nataly.pdf
242,uss,contabilidad,Índice de la morosidad y su impacto en la rentabilidad de la financiera confianza S.A.A. – agencia Jaen 2018,La presente investigación tiene por objetivo general determinar la magnitud del impacto del índice de morosidad en la rentabilidad de la Financiera Confianza S. A. A. – Agencia Jaén 2018; se establecieron los siguientes ...,"García Elera, Naysha Anali",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7363/Garc%c3%ada%20Elera%20Naysha%20Anali.pdf
243,uss,contabilidad,Las microfinanzas y el desarrollo empresarial de los comerciantes del mercado Central de Cajabamba – 2018,"El presente trabajo de estudio tuvo como objetivo determinar el efecto de las microfinanzas en el desarrollo empresarial de los comerciantes del mercado central de Cajabamba – 2018, para este estudio se realizó una ...","Robles Valdéz, Raúl Piomer",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7370/Robles%20Vald%c3%a9z%20Ra%c3%bal%20Piomer.pdf
244,uss,contabilidad,"Implementación del software contable universal y su incidencia en el flujo de caja de la empresa Inversiones el Amaro SRL de Cajamarca, 2017","En la presente investigación titulada implementación del software contable universal y su incidencia en el flujo de caja de la empresa Inversiones el Amaro SRL de Cajamarca, 2017. Cuyo objetivo general analizar la ...","Ponte López, Ulises Harvey",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7360/Yuli%20Ram%c3%adrez%20Solano.pdf
245,uss,contabilidad,Recursos directamente recaudados para optimizar la ejecución del gasto en la Ugel Cajabamba -2018,"La presente investigación, tuvo como objetivo determinar los recursos directamente recaudados para optimizar la ejecución del gasto de Ugel - Cajabamba,2018, por ello se realizó una investigación de tipo descriptiva ...","Gutierrez Leonardo, Sandra Yuvani",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7368/Gutierrez%20Leonardo%2c%20Sandra%20Yuvani.pdf
246,uss,contabilidad,Los productos crediticios y su impacto en las ventas de la agencia Mibanco cajabamba-2018,"La presente investigación plantea como objetivo general Determinar el impacto de Los productos crediticios en las ventas de la agencia mibanco Cajabamba-2018. Se realizó una investigación de tipo cuantitativa, con un ...","Armas Jara, María Antonia",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7373/Armas%20Jara%20Mar%c3%ada%20Antonia.pdf
247,uss,contabilidad,Reparación del IGV y su impacto en la situación tributaria de la corporación Shaito SAC- 2018,"La investigación tuvo por objetivo determinar el impacto de la reparación del IGV en la situación tributaria de la Corporación Shaito SAC- 2018. Se realizó un estudio cuantitativo, de tipo descriptivo relacional, el ...","Bada Loloy, Jamer Nafet",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7377/Bada%20Loloy%20Jamer%20Nafet.pdf
248,uss,contabilidad,Sistema de control de inventarios y su influencia en la gestión logística en la Gerencia Sub Regional de Cutervo – 2015,"En la actualidad las instituciones públicas necesitan de la tecnología en sus procesos para lograr mayor eficacia pero existen factores que impiden realizarlo, uno de ellos la falta de financiamiento, en la Gerencia Sub ...","Tarrillo Delgado, Luis Alberto",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7188/Tarrillo%20Delgado%20Luis%20Alberto.pdf
249,uss,contabilidad,GESTIÓN DEL RIESGO CREDITICIO Y LA MOROSIDAD DE LOS CRÉDITOS. CENTRO POBLADO LA PUCARA MI BANCO – CHOTA - 2017,"El presente trabajo de investigación se orienta a la Gestión del Riesgo Crediticio y la Morosidad de los Créditos. Centro Poblado La Pucara Mi Banco – Chota - 2017, el problema se basa a que la cartera morosa (créditos ...","Fernández Farro, Marioly Lorena",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7244/Fern%c3%a1ndez%20Farro%2c%20Marioly%20Lorena.pdf
250,uss,contabilidad,"Sistema de costos por procesos y su repercusión en los costos y utilidades de la empresa “Fundición Mecánica San José”, Lambayeque","La presente investigación se justifica en la necesidad actual de muchas empresas ante la inadecuada determinación de sus costos de producción, siendo un factor importante para establecer precios de venta de sus productos, ...","Galán Llenque, Víctor Carlos",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7361/Gal%c3%a1n%20Llenque%20V%c3%adctor%20Carlos.pdf
251,uss,contabilidad,Sistema de libros electrónicos y su incidencia en las obligaciones tributarias - Giabeme Motors E.I.R.L. 2018,El presente trabajo de investigación tiene como objetivo determinar cuál es la incidencia del Sistema de Libros Electrónicos en las obligaciones tributarias de la empresa GIABEME MOTORS E.I.R.L. 2018. Investigación de ...,"Toribio Ramos, Raquel Loida",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7371/Toribio%20Ramos%20Raquel%20Loida.pdf
252,uss,contabilidad,Registros contables y su incidencia en la rentabilidad de la empresa Multiservicios Varot Sac – Cajabamba 2018,"En la presente investigación, la cual lleva por tìtulo “Los registros contables y su incidencia en la rentabilidad de la empresa Multiservicios Varot S.A.C. – Cajabamba 2018”, el objetivo general es el de determinar la ...","Toribio Ramos, Sara Rocina",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7367/Toribio%20Ramos%20Sara%20Rocina.pdf
253,uss,contabilidad,Planeamiento tributario y su incidencia en el pago del IGV y la renta en minería y construcción Hermanos Cerna SAC – 2018,"La presente investigación tiene como objetivo determinar la incidencia del planeamiento tributario en el pago del IGV y la renta en Minería y Construcción Hermanos Cerna SAC – 2018. Investigación de nivel descriptivo, ...","Bada Loloy, Yoel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7366/Bada%20Loloy%20Yoel.pdf
254,uss,contabilidad,La auditoría financiera y su impacto en la recuperación de créditos en clientes pyme caja Sullana cajabamba-2018,La presente investigación con título “La auditoría financiera y su impacto en la recuperación de créditos en clientes pyme CAJA SULLANA Cajabamba-2018” tiene como objetivo determinar el impacto de la auditoría financiera ...,"Jara Ramos, Samuel Michael",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7369/Jara%20Ramos%20Samuel%20Michael.pdf
255,uss,contabilidad,Sistema de control de inventarios y su efecto en la rentabilidad de la empresa Edimec S.A.C 2018,La presente investigación con título “Sistema de control de inventarios y su efecto en la rentabilidad de la empresa EDIMEC S.A.C 2018” tiene como objetivo general Determinar la incidencia del sistema de control de ...,"Meza Mendoza, Nanzi",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7372/Meza%20Mendoza%20Nanzi.pdf
256,uss,contabilidad,La auditoría administrativa como instrumento de control para optimizar la gestión de la Municipalidad Distrital de Pacanguilla- 2017,La presente investigación tiene como objetivo general: Demostrar que la auditoria administrativa como instrumento de control optimizaría la gestión de la Municipalidad Distrital de Pacanguilla – 2017. Se formuló la siguiente ...,"Luna Huamán, Eleuterio",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7125/Luna%20Huam%c3%a1n%20Eleuterio.pdf
257,uss,contabilidad,Plan estratégico basado en la ingeniería de procesos para reducir la incertidumbre de los procedimientos administrativos del área de gerencia de la Municipalidad Distrital de Illimo. Chiclayo 2017,"En nuestros días la mayoría de las empresas occidentales siguen orientadas hacia los procesos en un sentido táctico, mejorando sus propias operaciones. Por su lado, los japoneses han aplicado su experiencia en el mercado ...","Sandoval Acosta, Nélida",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7163/Sandoval%20Acosta%20N%c3%a9lida.pdf
258,uss,contabilidad,"Arrendamiento financiero y su impacto en la liquidez de la empresa Despensa Peruana S.A., Chiclayo 2018.","La investigación tuvo como objetivo determinar el impacto del Arrendamiento Financiero en la liquidez de la empresa Despensa Peruana S.A. Chiclayo 2018, por lo que se ha utilizado un estudio de tipo descriptivo, no ...","Muñoz Arboleda, Lurdes del Milagro",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7076/Mu%c3%b1oz%20Arboleda%20Lurdes%20del%20Milagro.pdf
259,uss,contabilidad,"Cultura tributaria y su incidencia en el cumplimiento del pago de impuestos en los comerciantes del mercado Modelo sección ropa, Chiclayo 2018","En el presente examen llamado "" Cultura Tributaria Y Su Incidencia En El Cumplimiento Del Pago De Impuestos En Los Comerciantes Del Mercado Modelo Sección Ropa, Chiclayo 2018"", su objetivo principal es decidir cómo influye ...","Fustamante Calderón, Elizabet Adelinda; Tapia Regalado, Lizeth Elizabeth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7105/Fustamante%20Calder%c3%b3n%20Elizabet%20%26%20Tapia%20Regalado%20Lizeth.pdf
